"Player","Role","Team","Opponent_Team","Opponent_Player","Date","Round","Day","Patch","Stage","No_Game","all_Games","Format","Game_of_day","Side","Time","Ban","Ban_Opponent","Pick","Pick_Opponent","Champion","Champion_Opponent","Outcome","Kills_Team","Turrets_Team","Dragon_Team","Baron_Team","Level","Kills","Deaths","Assists","KDA","CS","CS in Team's Jungle","CS in Enemy Jungle","CSM","Golds","GPM","GOLD%","Vision Score","Wards placed","Wards destroyed","Control Wards Purchased","Detector Wards Placed","VSPM","WPM","VWPM","WCPM","VS%","Total damage to Champion","Physical Damage","Magic Damage","True Damage","DPM","DMG%","K+A Per Minute","KP%","Solo kills","Double kills","Triple kills","Quadra kills","Penta kills","GD@15","CSD@15","XPD@15","LVLD@15","Objectives Stolen","Damage dealt to turrets","Damage dealt to buildings","Total heal","Total Heals On Teammates","Damage self mitigated","Total Damage Shielded On Teammates","Time ccing others","Total Time CC Dealt","Total damage taken","Total Time Spent Dead","Consumables purchased","Items Purchased","Shutdown bounty collected","Shutdown bounty lost"
"Jackies","MID","GX","TH","Zwyroo","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:32:50","Tristana","Ezreal","Lucian","Leona","Lucian","Corki","Win","19","9","4","2","18","5","2","9","7","338","18","0","10.3","16406","500","24.6","39","4","12","1","1","1.19","0.12","0.03","0.37","14.1","23913","22042","1871","0","728","28.7","0.43","73.7","0","1","0","0","0","-67","-1","155","0","0","8591","8591","5175","0","11506","0","0","56","16452","38","2","25","50","300"
"Patrik","ADCARRY","GX","TH","Flakked","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:32:50","Ashe","Ornn","Alistar","Aatrox","Kaisa","Aphelios","Win","19","9","4","2","17","9","2","6","7.5","320","8","0","9.7","16505","503","24.8","44","15","14","3","3","1.34","0.46","0.09","0.43","15.9","23335","6399","16796","140","711","28","0.46","78.9","0","1","1","0","0","-918","4","-171","0","0","9474","9474","6835","0","9790","0","0","77","16638","43","4","22","100","0"
"IgNar","SUPPORT","GX","TH","Trymbi","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:32:50","Jinx","Rell","Kennen","Aphelios","Alistar","Leona","Win","19","9","4","2","14","1","2","13","7","41","0","0","1.2","8478","258","12.7","113","54","22","12","12","3.44","1.64","0.37","0.67","40.9","3507","482","2647","378","107","4.2","0.43","73.7","0","0","0","0","0","297","10","833","1","0","0","0","10667","6608","24799","267","21","45","18110","44","14","30","0","0"
"Wunder","TOP","TH","GX","Th3Antonio","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:26:26","Yone","Zeri","Corki","Ornn","Aatrox","Ornn","Win","21","10","3","1","15","2","5","3","1","189","4","0","7.2","9279","351","16.6","27","13","3","4","4","1.02","0.49","0.15","0.11","11.1","9676","8693","983","0","366","13.2","0.19","23.8","0","0","0","0","0","-125","-1","-273","0","0","2586","2586","7882","0","17846","0","11","97","23668","97","5","20","0","0"
"Jankos","JUNGLE","TH","GX","Juhan","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:26:26","Rumble","Tristana","Brand","Kaisa","Brand","Diana","Win","21","10","3","1","15","5","1","13","18","202","183","0","7.6","11753","445","21.1","60","26","12","6","6","2.27","0.98","0.23","0.45","24.7","22442","948","20714","780","849","30.7","0.68","85.7","0","1","0","0","0","565","31","1136","1","0","2427","2427","12422","0","9231","0","22","242","19067","12","6","21","0","0"
"Zwyroo","MID","TH","GX","Jackies","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:26:26","Maokai","Sejuani","Aatrox","Rell","Corki","Yasuo","Win","21","10","3","1","15","7","1","9","16","226","8","0","8.5","13148","497","23.6","31","9","7","4","4","1.17","0.34","0.15","0.26","12.8","18801","12776","4122","1903","711","25.7","0.61","76.2","0","1","0","0","0","1345","0","571","1","0","12511","12511","4595","0","7204","0","1","42","12907","16","5","22","0","0"
"Flakked","ADCARRY","TH","GX","Patrik","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:26:26","Vi","Rakan","Ashe","Diana","Ashe","Kaisa","Win","21","10","3","1","15","5","0","14","Perfect_KDA","237","1","0","9","13605","515","24.4","46","15","8","7","7","1.74","0.57","0.26","0.3","18.9","17144","15624","1468","52","649","23.4","0.72","90.5","0","0","0","0","0","2018","26","1658","1","0","7558","7558","2669","0","4998","0","27","641","6148","0","8","27","0","0"
"Trymbi","SUPPORT","TH","GX","IgNar","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:26:26","Ezreal","Alistar","Braum","Yasuo","Braum","Rell","Win","21","10","3","1","11","2","2","18","10","15","0","0","0.6","8003","303","14.3","79","39","4","11","9","2.99","1.48","0.42","0.15","32.5","5154","957","3842","355","195","7","0.76","95.2","0","0","0","0","0","985","-9","292","0","0","3498","3498","4093","1935","17208","2338","27","180","14575","27","13","28","0","100"
"Th3Antonio","TOP","GX","TH","Wunder","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:26:26","Zeri","Yone","Ornn","Corki","Ornn","Aatrox","Loss","9","1","0","0","14","1","4","4","1.3","159","0","0","6","8017","303","19.1","14","6","1","1","1","0.53","0.23","0.04","0.04","8.2","7410","2236","5174","0","280","17.1","0.19","55.6","0","0","0","0","0","125","1","273","0","0","680","680","548","0","20586","0","22","345","19973","114","2","20","0","0"
"Juhan","JUNGLE","GX","TH","Jankos","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:26:26","Tristana","Rumble","Kaisa","Brand","Diana","Brand","Loss","9","1","0","0","12","2","7","4","0.9","152","134","0","5.8","8517","322","20.3","34","10","8","9","8","1.29","0.38","0.34","0.3","20","7602","1040","5739","823","288","17.5","0.23","66.7","0","0","0","0","0","-565","-31","-1136","-1","0","0","0","6476","0","25539","0","7","160","22467","205","10","23","0","0"
"Jackies","MID","GX","TH","Zwyroo","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:26:26","Sejuani","Maokai","Rell","Aatrox","Yasuo","Corki","Loss","9","1","0","0","14","1","6","5","1","219","4","0","8.3","9058","343","21.6","20","10","6","4","3","0.76","0.38","0.15","0.23","11.8","14177","13056","1121","0","536","32.7","0.23","66.7","0","0","0","0","0","-1345","0","-571","-1","0","1257","1257","4157","0","19427","0","30","152","20782","156","5","19","0","0"
"Patrik","ADCARRY","GX","TH","Flakked","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:26:26","Rakan","Vi","Diana","Ashe","Kaisa","Ashe","Loss","9","1","0","0","13","4","2","1","2.5","250","4","0","9.5","10412","394","24.9","24","8","7","1","1","0.91","0.3","0.04","0.26","14.1","10878","4123","6755","0","412","25.1","0.19","55.6","1","0","0","0","0","-2018","-26","-1658","-1","0","1011","1011","3450","0","5772","0","0","58","11106","21","3","16","100","0"
"IgNar","SUPPORT","GX","TH","Trymbi","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:26:26","Alistar","Ezreal","Yasuo","Braum","Rell","Braum","Loss","9","1","0","0","10","1","2","4","2.5","38","0","0","1.4","5867","222","14","78","41","21","12","10","2.95","1.55","0.45","0.79","45.9","3300","365","2389","546","125","7.6","0.19","55.6","0","0","0","0","0","-985","9","-292","0","0","0","0","1455","133","13688","0","22","55","13316","22","14","27","0","0"
"Th3Antonio","TOP","GX","TH","Wunder","7/21/2024","1","4","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:34:26","Sejuani","Rumble","Zeri","Vi","Ornn","Aatrox","Win","14","8","2","2","17","0","0","10","Perfect_KDA","217","0","0","6.3","10930","317","16.9","23","11","2","5","5","0.67","0.32","0.15","0.06","6","6880","2306","4509","65","200","9.6","0.29","71.4","0","0","0","0","0","-1357","-48","-1238","-1","0","1435","1435","1706","0","21044","0","16","457","15744","0","6","24","0","0"
"Juhan","JUNGLE","GX","TH","Jankos","7/21/2024","1","4","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:34:26","Corki","Tristana","Ornn","Kaisa","Morgana","Vi","Win","14","8","2","2","16","1","1","11","12","222","194","0","6.4","12931","376","20","113","52","20","18","16","3.28","1.51","0.52","0.58","29.7","15397","633","12883","1881","447","21.4","0.35","85.7","0","0","0","0","0","315","1","57","0","0","2272","2272","18364","0","13610","690","35","261","24427","21","19","38","0","0"
"Jackies","MID","GX","TH","Zwyroo","7/21/2024","1","4","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:34:26","Azir","Maokai","Rell","Aatrox","Zeri","Taliyah","Win","14","8","2","2","18","10","0","3","Perfect_KDA","345","39","0","10","18085","525","28","66","14","18","3","2","1.92","0.41","0.09","0.52","17.3","25542","17427","7411","704","742","35.5","0.38","92.9","0","3","0","1","0","78","17","88","0","0","9852","9852","7999","0","11416","0","2","185","17881","0","5","31","450","0"
"Patrik","ADCARRY","GX","TH","Flakked","7/21/2024","1","4","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:34:26","Rakan","Yone","Ashe","Taliyah","Ashe","Kaisa","Win","14","8","2","2","17","1","0","8","Perfect_KDA","296","24","0","8.6","13326","387","20.6","56","16","12","7","7","1.63","0.46","0.2","0.35","14.7","21130","18634","2033","463","614","29.4","0.26","64.3","0","0","0","0","0","-1104","-20","44","0","0","6614","6614","3738","0","6389","0","40","824","10708","0","9","26","0","0"
"IgNar","SUPPORT","GX","TH","Trymbi","7/21/2024","1","4","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:34:26","LeBlanc","Amumu","Morgana","Alistar","Rell","Alistar","Win","14","8","2","2","13","2","4","9","2.8","46","0","0","1.3","9348","271","14.5","123","60","21","16","15","3.57","1.74","0.46","0.61","32.3","2951","209","1907","835","86","4.1","0.32","78.6","0","0","0","0","0","610","6","84","0","0","1049","1049","393","171","14573","79","13","48","15411","83","18","36","150","0"
"Wunder","TOP","TH","GX","Th3Antonio","7/21/2024","1","4","v14.13","Summer_Playoffs_24","3","3","3","3","Red","0:34:26","Rumble","Sejuani","Vi","Zeri","Aatrox","Ornn","Loss","5","3","4","0","17","2","3","1","1","305","8","0","8.9","13590","395","24.7","39","16","5","7","7","1.13","0.46","0.2","0.15","12.5","13141","10912","2084","145","382","26.4","0.09","60","0","0","0","0","0","1357","48","1238","1","0","4494","4494","6752","0","25576","0","15","200","22409","87","8","24","0","200"
"Jankos","JUNGLE","TH","GX","Juhan","7/21/2024","1","4","v14.13","Summer_Playoffs_24","3","3","3","3","Red","0:34:26","Tristana","Corki","Kaisa","Ornn","Vi","Morgana","Loss","5","3","4","0","14","1","4","3","1","196","175","0","5.7","9831","286","17.9","51","10","17","8","8","1.48","0.29","0.23","0.49","16.3","6723","6347","0","376","195","13.5","0.12","80","0","0","0","0","0","-315","-1","-57","0","0","0","0","10182","0","32793","0","21","362","24853","87","9","26","0","0"
"Zwyroo","MID","TH","GX","Jackies","7/21/2024","1","4","v14.13","Summer_Playoffs_24","3","3","3","3","Red","0:34:26","Maokai","Azir","Aatrox","Rell","Taliyah","Zeri","Loss","5","3","4","0","15","0","2","4","2","267","12","0","7.8","11083","322","20.1","44","15","9","6","6","1.28","0.44","0.17","0.26","14.1","13629","643","12986","0","396","27.4","0.12","80","0","0","0","0","0","-78","-17","-88","0","0","2190","2190","536","0","7963","0","26","576","11715","46","9","25","0","50"
"Flakked","ADCARRY","TH","GX","Patrik","7/21/2024","1","4","v14.13","Summer_Playoffs_24","3","3","3","3","Red","0:34:26","Yone","Rakan","Taliyah","Ashe","Kaisa","Ashe","Loss","5","3","4","0","16","2","2","1","1.5","344","14","0","10","13591","395","24.7","60","18","21","5","5","1.74","0.52","0.15","0.61","19.2","12410","4900","7275","235","360","25","0.09","60","0","0","0","0","0","1104","20","-44","0","0","1784","1784","5470","0","10574","0","1","81","15949","46","6","25","0","350"
"Trymbi","SUPPORT","TH","GX","IgNar","7/21/2024","1","4","v14.13","Summer_Playoffs_24","3","3","3","3","Red","0:34:26","Amumu","LeBlanc","Alistar","Morgana","Alistar","Rell","Loss","5","3","4","0","10","0","3","4","1.3","31","0","0","0.9","6938","201","12.6","118","66","12","15","15","3.43","1.92","0.44","0.35","37.8","3791","373","2540","878","110","7.6","0.12","80","0","0","0","0","0","-610","-6","-84","0","0","170","170","3896","2491","19399","0","22","36","21617","45","17","35","0","0"
"Canna","TOP","KC","MDK","Myrwn","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","2","3","4","Blue","0:31:33","Taliyah","Rumble","Tristana","Zeri","Renekton","Neeko","Win","19","9","4","2","17","0","1","10","10","237","20","0","7.5","10527","334","17.3","35","15","7","10","9","1.11","0.48","0.32","0.22","13.8","8807","6569","2190","48","279","10.7","0.32","52.6","0","0","0","0","0","-1513","-37","-878","-1","0","404","404","9510","0","28920","0","10","157","30189","49","12","29","0","0"
"Closer","JUNGLE","KC","MDK","Elyoya","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","2","3","4","Blue","0:31:33","Brand","Maokai","Vi","Sejuani","Vi","Sejuani","Win","19","9","4","2","14","2","2","11","6.5","155","138","0","4.9","10684","339","17.5","46","12","15","8","8","1.46","0.38","0.25","0.48","18.1","6553","6101","0","452","208","8","0.41","68.4","0","0","0","0","0","-212","-6","-124","0","0","3046","3046","16070","0","38873","0","19","344","28726","40","10","28","0","0"
"Vladi","MID","KC","MDK","Fresskowy","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","2","3","4","Blue","0:31:33","Zyra","Ezreal","Kaisa","Corki","Tristana","Corki","Win","19","9","4","2","17","6","0","10","Perfect_KDA","295","28","0","9.4","15102","479","24.8","32","16","10","5","4","1.01","0.51","0.16","0.32","12.6","30606","29257","865","484","970","37.3","0.51","84.2","0","2","0","0","0","-372","-16","-195","0","0","15285","15285","9952","0","9717","0","3","120","16556","0","6","23","100","0"
"Upset","ADCARRY","KC","MDK","Supa","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","2","3","4","Blue","0:31:33","Twisted_Fate","Leona","Renekton","Rell","Kaisa","Zeri","Win","19","9","4","2","17","11","0","5","Perfect_KDA","308","22","0","9.8","16517","524","27.1","33","18","8","6","6","1.05","0.57","0.19","0.25","13","29808","13859","15172","777","945","36.4","0.51","84.2","0","3","0","0","0","-172","-4","559","1","0","7560","7560","8949","0","11753","0","5","155","15792","0","7","26","150","0"
"Targamas","SUPPORT","KC","MDK","Alvaro","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","2","3","4","Blue","0:31:33","Varus","Rakan","Nautilus","Neeko","Nautilus","Rell","Win","19","9","4","2","13","0","2","14","7","34","0","0","1.1","8188","260","13.4","108","47","15","14","13","3.42","1.49","0.44","0.48","42.5","6208","940","3964","1304","197","7.6","0.44","73.7","0","0","0","0","0","-529","-14","-434","-1","0","92","92","1669","41","20877","0","46","180","19304","53","17","31","0","0"
"Myrwn","TOP","MDK","KC","Canna","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","2","3","4","Red","0:31:33","Rumble","Taliyah","Zeri","Tristana","Neeko","Renekton","Loss","5","3","1","0","16","3","3","1","1.3","272","4","0","8.6","12024","381","23.4","41","16","5","6","5","1.3","0.51","0.19","0.16","14.1","26415","14999","11096","320","837","35.3","0.13","80","0","0","0","0","0","1513","37","878","1","0","4661","4661","5229","0","12059","0","37","318","16458","96","7","25","0","100"
"Elyoya","JUNGLE","MDK","KC","Closer","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","2","3","4","Red","0:31:33","Maokai","Brand","Sejuani","Vi","Sejuani","Vi","Loss","5","3","1","0","14","0","4","4","1","185","157","0","5.9","8900","282","17.3","69","30","11","10","8","2.19","0.95","0.32","0.35","23.7","8582","5028","3290","264","272","11.5","0.13","80","0","0","0","0","0","212","6","124","0","0","254","254","12921","230","54946","0","17","406","38003","118","12","29","0","0"
"Fresskowy","MID","MDK","KC","Vladi","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","2","3","4","Red","0:31:33","Ezreal","Zyra","Corki","Kaisa","Corki","Tristana","Loss","5","3","1","0","16","0","2","3","1.5","304","12","0","9.6","11564","367","22.5","34","14","7","6","6","1.08","0.44","0.19","0.22","11.7","15692","9523","4963","1206","497","21","0.1","60","0","0","0","0","0","372","16","195","0","0","1130","1130","3696","0","10495","0","1","61","13180","99","7","24","0","100"
"Supa","ADCARRY","MDK","KC","Upset","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","2","3","4","Red","0:31:33","Leona","Twisted_Fate","Rell","Renekton","Zeri","Kaisa","Loss","5","3","1","0","14","1","5","4","1","283","19","0","9","11835","375","23","34","13","11","7","7","1.08","0.41","0.22","0.35","11.7","18724","11017","7085","622","593","25","0.16","100","0","0","0","0","0","172","4","-559","-1","0","3664","3664","4909","0","14530","0","6","187","20476","194","8","25","0","50"
"Alvaro","SUPPORT","MDK","KC","Targamas","7/21/2024","1","4","v14.13","Summer_Playoffs_24","1","2","3","4","Red","0:31:33","Rakan","Varus","Neeko","Nautilus","Rell","Nautilus","Loss","5","3","1","0","11","1","5","3","0.8","54","0","0","1.7","7088","225","13.8","113","49","24","12","10","3.58","1.55","0.38","0.76","38.8","5392","841","3394","1157","171","7.2","0.13","80","0","0","0","0","0","529","14","434","1","0","0","0","634","163","22212","0","29","76","20153","96","14","30","0","0"
"Myrwn","TOP","MDK","KC","Canna","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","2","3","5","Blue","0:28:35","Vi","Zyra","Zeri","Sejuani","Twisted_Fate","Camille","Loss","5","4","1","0","15","1","2","1","1","247","8","0","8.6","11677","409","23.5","29","10","9","5","4","1.01","0.35","0.17","0.31","12.7","10852","5398","4906","548","380","18.2","0.07","40","0","0","0","0","0","101","20","-378","0","0","6041","6041","3645","0","7590","0","26","241","11669","26","7","26","50","0"
"Elyoya","JUNGLE","MDK","KC","Closer","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","2","3","5","Blue","0:28:35","Maokai","Tristana","Brand","Kaisa","Brand","Sejuani","Loss","5","4","1","0","14","1","4","3","1","201","185","0","7","9755","341","19.7","44","9","12","8","7","1.54","0.31","0.28","0.42","19.3","19502","566","16597","2339","682","32.8","0.14","80","0","0","0","0","0","228","30","694","1","0","926","926","11127","0","11526","0","29","547","24042","151","9","25","0","50"
"Fresskowy","MID","MDK","KC","Vladi","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","2","3","5","Blue","0:28:35","Ezreal","Rumble","Rell","Azir","Yone","Azir","Loss","5","4","1","0","15","2","3","1","1","266","8","0","9.3","10833","379","21.8","36","10","8","7","6","1.26","0.35","0.24","0.28","15.8","8750","5786","1248","1716","306","14.7","0.1","60","0","0","0","0","0","-757","-9","-544","0","0","2063","2063","4434","0","13765","0","7","177","15730","84","9","22","300","100"
"Supa","ADCARRY","MDK","KC","Upset","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","2","3","5","Blue","0:28:35","Jayce","Corki","Yone","Rakan","Zeri","Kaisa","Loss","5","4","1","0","14","0","4","3","0.8","266","8","0","9.3","10755","376","21.7","31","11","9","3","3","1.08","0.38","0.1","0.31","13.6","15855","10336","4739","780","555","26.6","0.1","60","0","0","0","0","0","581","9","300","0","0","4950","4950","3038","0","9248","0","7","124","16353","132","4","21","0","150"
"Alvaro","SUPPORT","MDK","KC","Targamas","7/21/2024","1","4","v14.13","Summer_Playoffs_24","2","2","3","5","Blue","0:28:35","Jax","Renekton","Twisted_Fate","Camille","Rell","Rakan","Loss","5","4","1","0","10","1","7","3","0.6","27","2","0","0.9","6590","231","13.3","88","53","15","12","11","3.08","1.85","0.42","0.52","38.6","4557","1140","2503","914","159","7.7","0.14","80","0","0","0","0","0","215","-2","-586","-1","0","560","560","407","131","24185","0","35","69","24312","132","14","28","0","0"
